,Status ID,Customer ID,Count_x,Quarter_x,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Service ID,Count_y,Quarter_y,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
68,LAOGXZ1566,1236-WFCDV,1,Q3,3,Churned,Yes,1,96,4777,Competitor,Competitor offered more data,CTXQWQGFS8439,1,Q3,No,0,14,,Yes,11.31,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.45,1266.1,0.0,0,158.34,1424.44,1,Male,74,No,Yes,No,No,0
69,GJNFFD2921,1271-SJBGZ,1,Q3,1,Churned,Yes,1,74,2437,Competitor,Competitor had better devices,MXNZOLJGC1586,1,Q3,No,0,12,,No,0.0,No,Yes,DSL,10,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.65,526.95,0.0,0,0.0,526.95,1,Male,77,No,Yes,No,No,0
70,WETAAO2331,4441-NIHPT,1,Q3,1,Churned,Yes,1,90,2995,Competitor,Competitor had better devices,LPXGATEXO2583,1,Q3,No,0,13,,Yes,40.37,No,Yes,Fiber Optic,21,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,940.35,0.0,0,524.81,1465.16,1,Female,73,No,Yes,No,No,0
71,GWKCLZ6162,8999-BOHSE,1,Q3,2,Churned,Yes,1,89,2202,Attitude,Attitude of support person,EDPQQDLNL4198,1,Q3,No,0,11,,Yes,3.96,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0.0,0,43.56,1091.26,1,Female,68,No,Yes,No,No,0
72,BNBGMF8623,7029-RPUAV,1,Q3,3,Churned,Yes,1,87,5508,Competitor,Competitor offered more data,NHCINWAKM1643,1,Q3,Yes,1,17,,Yes,28.18,Yes,Yes,Cable,16,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.45,1622.45,0.0,0,479.06,2101.51,1,Male,74,No,Yes,Yes,No,0
73,RBRBRB7266,8111-SLLHI,1,Q3,3,Churned,Yes,1,96,4687,Attitude,Attitude of support person,AIXIVVWYL6311,1,Q3,Yes,1,39,,Yes,33.25,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.65,4284.8,0.0,0,1296.75,5581.55,1,Male,65,No,Yes,Yes,No,0
74,GBGKMD2787,5293-WXJAK,1,Q3,3,Churned,Yes,1,82,4553,Competitor,Competitor offered more data,SJVNCQVXK9688,1,Q3,Yes,5,11,,Yes,17.25,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,1133.65,0.0,0,189.75,1323.4,1,Female,73,No,Yes,Yes,No,0
75,KGTGMQ9297,4086-YQSNZ,1,Q3,2,Churned,Yes,1,89,3834,Attitude,Attitude of service provider,SNQWXGHMI3943,1,Q3,Yes,1,3,Offer E,Yes,3.29,No,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,224.05,0.0,0,9.87,233.92,1,Female,74,No,Yes,Yes,No,0
76,TDRKKK6213,8399-YNDCH,1,Q3,1,Churned,Yes,1,70,4716,Competitor,Competitor had better devices,PFYFEIFPO1122,1,Q3,No,0,21,,Yes,34.62,No,Yes,DSL,14,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0.0,0,727.02,1963.17,1,Male,80,No,Yes,No,No,0
77,HMXNLD1116,5565-FILXA,1,Q3,2,Churned,Yes,1,96,5913,Other,Don't know,WEMMSVNHS9188,1,Q3,No,0,16,,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0.0,0,620.0,2149.2,1,Female,76,No,Yes,No,No,0
78,AETCLY3972,4187-CINZD,1,Q3,2,Churned,Yes,1,90,3180,Competitor,Competitor had better devices,ACLAGTMGN3595,1,Q3,No,0,46,,Yes,6.13,No,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,4424.2,0.0,0,281.98,4706.18,1,Female,73,No,Yes,No,No,0
79,TZXZIZ8987,6818-WOBHJ,1,Q3,1,Churned,Yes,1,69,5651,Competitor,Competitor had better devices,JFMJSDLXB5927,1,Q3,Yes,1,68,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,0,1640.84,7768.44,1,Female,70,No,Yes,Yes,No,0
80,HKJWZU2786,9134-CEQMF,1,Q3,2,Churned,Yes,1,89,3077,Dissatisfaction,Network reliability,ZWZYWFSID2214,1,Q3,Yes,1,7,Offer E,Yes,13.63,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0.0,0,95.41,772.11,1,Male,75,No,Yes,Yes,No,0
81,AAIKCR2516,8519-IMDHU,1,Q3,1,Churned,Yes,1,83,4981,Competitor,Competitor had better devices,DGIECJYQD7826,1,Q3,Yes,1,15,,Yes,45.25,Yes,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0.0,0,678.75,2024.3,1,Male,74,No,Yes,Yes,No,0
82,RYXOGF2839,3372-KWFBM,1,Q3,3,Churned,Yes,1,81,2508,Dissatisfaction,Network reliability,VEPKIDDEJ6855,1,Q3,No,0,16,,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,1281.0,0.0,0,306.88,1587.88,1,Male,76,No,Yes,No,No,0
83,FMIWPQ9414,7206-GZCDC,1,Q3,2,Churned,Yes,1,75,4371,Attitude,Attitude of support person,VNZSAUPGJ9135,1,Q3,No,0,1,Offer E,Yes,29.68,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,29.68,98.93,1,Female,75,No,Yes,No,No,0
84,SKQSBO3455,1768-ZAIFU,1,Q3,1,Churned,Yes,1,67,5688,Competitor,Competitor made better offer,RTHOOKZEO3646,1,Q3,No,0,1,,No,0.0,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,25.2,0.0,0,0.0,25.2,1,Female,74,No,Yes,No,No,0
85,SAJGBW1682,3793-MMFUH,1,Q3,1,Churned,Yes,1,90,2230,Competitor,Competitor made better offer,QNHAVWQMR3981,1,Q3,No,0,13,,Yes,19.03,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290.0,0.0,0,247.39,1537.39,1,Female,73,No,Yes,No,No,0
86,TFPHIH7471,6567-HOOPW,1,Q3,3,Churned,Yes,1,76,4363,Competitor,Competitor made better offer,CWZIFDSQW3166,1,Q3,No,0,1,,Yes,20.06,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,79.2,0.0,0,20.06,99.26,1,Female,69,No,Yes,No,No,0
87,VSNVUZ7793,8621-MNIHH,1,Q3,1,Churned,Yes,1,88,3369,Competitor,Competitor had better devices,SYICBEJQX6948,1,Q3,Yes,1,34,,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,0,97.92,3315.47,1,Female,75,No,Yes,Yes,No,0
88,OTTSWI1871,5419-CONWX,1,Q3,1,Churned,Yes,1,89,2268,Competitor,Competitor had better devices,HBUXRADKM6952,1,Q3,No,0,4,,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,442.85,0.0,0,50.72,493.57,1,Female,65,No,Yes,No,No,0
89,HOYCBY7233,7024-OHCCK,1,Q3,3,Churned,Yes,1,72,4193,Other,Poor expertise of online support,XTIJTYLRW6552,1,Q3,No,0,2,,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,0.0,0,38.54,209.39,1,Female,77,No,Yes,No,No,0
90,VLIETQ8787,5357-TZHPP,1,Q3,2,Churned,Yes,1,83,5745,Attitude,Attitude of support person,VGHGAILCK1134,1,Q3,No,0,9,,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0.0,0,277.2,1009.7,1,Male,67,No,Yes,No,No,0
91,NYFYSH1948,0506-LVNGN,1,Q3,1,Churned,Yes,1,90,4028,Competitor,Competitor had better devices,FZPTVVDBI2594,1,Q3,No,0,5,,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0.0,0,211.65,561.3,1,Female,78,No,Yes,No,No,0
92,PDTFUV9227,9809-IMGCQ,1,Q3,1,Churned,Yes,1,93,4458,Competitor,Competitor made better offer,RDJGELGXE5158,1,Q3,No,0,22,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0.0,100,883.96,3066.91,1,Male,65,No,Yes,No,No,0
93,GCZOUX5993,3254-YRILK,1,Q3,1,Churned,Yes,1,69,5683,Competitor,Competitor had better devices,UILECZFNS2383,1,Q3,No,0,19,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0.0,0,759.43,2535.23,1,Male,74,No,Yes,No,No,0
94,GXKGMI7151,0529-ONKER,1,Q3,3,Churned,Yes,1,96,2099,Attitude,Attitude of support person,OSZGBNGZO5479,1,Q3,No,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0.0,0,695.7,1842.35,1,Male,70,No,Yes,No,No,0
95,KRUSGG3413,5240-IJOQT,1,Q3,1,Churned,Yes,1,88,3348,Competitor,Competitor had better devices,WXTWOKBEY2654,1,Q3,No,0,1,,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0,11.34,86.04,1,Male,69,No,Yes,No,No,0
96,HJNZTD2758,0661-XEYAN,1,Q3,1,Churned,Yes,1,90,3884,Competitor,Competitor had better devices,ABCNAZBCA8111,1,Q3,No,0,1,,No,0.0,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0.0,20,0.0,45.8,1,Female,76,No,Yes,No,No,0
97,YBVLKY3684,2660-EMUBI,1,Q3,1,Churned,Yes,1,75,5353,Competitor,Competitor made better offer,GVNRSJEWN8128,1,Q3,No,0,10,Offer D,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,1,Male,71,No,Yes,No,No,0
98,ESRQXX7197,7675-OZCZG,1,Q3,3,Churned,Yes,1,77,4145,Competitor,Competitor made better offer,OBIHRHAMT8292,1,Q3,No,0,3,,Yes,30.14,No,Yes,DSL,6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.52,1,Female,76,No,Yes,No,No,0
99,CSXVBN1186,9391-EOYLI,1,Q3,2,Churned,Yes,1,69,5374,Competitor,Competitor made better offer,ZSRKEVCGJ9888,1,Q3,Yes,1,12,Offer D,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0,83.64,1033.84,1,Male,77,No,Yes,Yes,No,0
100,JQJGUD4838,2761-OCIAX,1,Q3,2,Churned,Yes,1,81,2803,Competitor,Competitor made better offer,QXNIUCSRK8544,1,Q3,No,0,2,,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42,1,Male,74,No,Yes,No,No,0
101,VYAOHK8314,3068-OMWZA,1,Q3,1,Churned,Yes,1,91,3106,Competitor,Competitor made better offer,SJESKHZTK2822,1,Q3,No,0,1,,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,1,Male,77,No,Yes,No,No,0
102,SJPFHG3219,4154-AQUGT,1,Q3,1,Churned,Yes,1,82,3861,Competitor,Competitor made better offer,UIGEEDNBO5731,1,Q3,Yes,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.46,1,Male,76,No,Yes,Yes,No,0
103,KTKRZW2795,8017-LXHFA,1,Q3,2,Churned,Yes,1,95,2740,Competitor,Competitor made better offer,DJCCODBIB2675,1,Q3,No,0,23,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0,716.91,3010.51,1,Female,77,No,Yes,No,No,0
104,GFBCKF4779,4248-QPAVC,1,Q3,1,Churned,Yes,1,90,3209,Competitor,Competitor made better offer,OBDCKDOQG8354,1,Q3,Yes,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.39,1,Female,80,No,Yes,Yes,No,0
105,PYDPTI9961,4690-LLKUA,1,Q3,1,Churned,Yes,1,93,3797,Competitor,Competitor made better offer,ODAQJODIB4142,1,Q3,No,0,17,,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1466.41,1,Male,68,No,Yes,No,No,0
106,TSAEFK8288,9490-DFPMD,1,Q3,2,Churned,Yes,1,90,4871,Competitor,Competitor made better offer,UTHFSTMND6912,1,Q3,No,0,42,,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,3541.35,0.0,0,400.26,3941.61,1,Female,79,No,Yes,No,No,0
107,NGKOYK4579,8580-AECUZ,1,Q3,3,Churned,Yes,1,92,5001,Competitor,Competitor made better offer,MFZTCXIXZ1614,1,Q3,No,0,1,,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.4,1,Male,65,No,Yes,No,No,0
108,DUFOFV5342,5047-LHVLY,1,Q3,2,Churned,Yes,1,91,3438,Competitor,Competitor made better offer,VOKBGBRHB7524,1,Q3,No,0,1,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,50.15,0.0,0,39.78,89.93,1,Male,68,No,Yes,No,No,0
109,IURLHP3623,8375-DKEBR,1,Q3,1,Churned,Yes,1,96,3438,Competitor,Competitor had better devices,ICMZMRKVX3864,1,Q3,No,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,34.51,104.11,1,Female,72,No,Yes,No,No,0
110,RGMPVH1333,7279-BUYWN,1,Q3,1,Churned,Yes,1,89,3380,Attitude,Attitude of support person,UPFCEWGKI4923,1,Q3,No,0,41,,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,0.0,0,1145.95,5835.45,1,Female,66,No,Yes,No,No,0
111,ZJZBTW9385,7156-MHUGY,1,Q3,1,Churned,Yes,1,76,5394,Competitor,Competitor had better devices,AVKGBJXDW6889,1,Q3,No,0,13,,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.74,1,Male,68,No,Yes,No,No,0
112,RWMXJO8516,9606-PBKBQ,1,Q3,1,Churned,Yes,1,94,4584,Attitude,Attitude of support person,MKQRQZUQN8494,1,Q3,Yes,1,32,,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,1,Male,69,No,Yes,Yes,No,0
113,LBUYSP5847,3536-IQCTX,1,Q3,1,Churned,Yes,1,75,2712,Competitor,Competitor had better devices,JKRYWHWPK1567,1,Q3,Yes,1,32,,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,1,Male,76,No,Yes,Yes,No,0
114,UCETPB6327,3132-TVFDZ,1,Q3,2,Churned,Yes,1,82,5172,Attitude,Attitude of support person,JWGBHOXEU5115,1,Q3,Yes,1,57,,No,0.0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,1,Male,70,No,Yes,Yes,No,0
115,NDMBBV1566,8080-DDEMJ,1,Q3,2,Churned,Yes,1,79,4499,Attitude,Attitude of support person,PPICFXYSN1769,1,Q3,No,0,1,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,1,Male,71,No,Yes,No,No,0
116,DOQSUX6737,6702-OHFWR,1,Q3,3,Churned,Yes,1,91,4972,Other,Poor expertise of online support,DFQTYBOUF6623,1,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0,0.0,43.3,1,Male,75,No,Yes,No,No,0
117,ASYFCJ5371,4510-PYUSH,1,Q3,1,Churned,Yes,1,75,3110,Attitude,Attitude of support person,XXEYMXUII1734,1,Q3,No,0,38,,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0,991.8,3242.45,1,Female,67,No,Yes,No,No,0
118,OXNSIK9764,8840-DQLGN,1,Q3,1,Churned,Yes,1,81,4745,Attitude,Attitude of support person,RVRCPBCUZ4277,1,Q3,Yes,1,35,,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3,4212.65,1,Female,65,No,Yes,Yes,No,0
119,BAKYHP2433,4193-ORFCL,1,Q3,1,Churned,Yes,1,70,2740,Competitor,Competitor had better devices,XSTNGSDHU1393,1,Q3,No,0,1,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0.0,0,15.24,60.34,1,Female,80,No,Yes,No,No,0
120,KNXIPJ7264,7776-QWNFX,1,Q3,3,Churned,Yes,1,83,4795,Attitude,Attitude of support person,DHFEYALJR3349,1,Q3,Yes,1,30,,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,1,Male,71,No,Yes,Yes,No,0
121,RVCWLF8185,6689-TCZHQ,1,Q3,3,Churned,Yes,1,65,4054,Attitude,Attitude of support person,QENOMZXUM3478,1,Q3,No,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75,1,Female,70,No,Yes,No,No,0
122,VKAFNC3541,9497-QCMMS,1,Q3,1,Churned,Yes,1,81,5536,Competitor,Competitor made better offer,UCAROSXAO5961,1,Q3,No,0,1,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,Male,73,No,Yes,No,No,0
123,HFTBWN7962,3424-NMNBO,1,Q3,1,Churned,Yes,1,91,4739,Competitor,Competitor made better offer,ZMYDMCGIY6984,1,Q3,Yes,1,58,,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,Male,78,No,Yes,Yes,No,0
124,QUEQBB6811,4514-GFCFI,1,Q3,2,Churned,Yes,1,91,5136,Attitude,Attitude of support person,GSZAPUGXL9867,1,Q3,No,0,16,,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.31,1,Female,76,No,Yes,No,No,0
125,SWBEPD5617,8000-REIQB,1,Q3,2,Churned,Yes,1,94,3208,Competitor,Competitor made better offer,TLNZBXLMR6687,1,Q3,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,1,Female,73,No,Yes,No,No,0
126,GBWEJC6191,4795-KTRTH,1,Q3,1,Churned,Yes,1,91,4287,Competitor,Competitor made better offer,WQPXBBUWL1523,1,Q3,Yes,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,1,Female,68,No,Yes,Yes,No,0
127,UBGWIJ5688,9961-JBNMK,1,Q3,1,Churned,Yes,1,87,4317,Dissatisfaction,Product dissatisfaction,LCYIHCTQK7867,1,Q3,No,0,21,,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.67,2907.77,1,Male,79,No,Yes,No,No,0
128,RAATCR5739,6179-GJPSO,1,Q3,1,Churned,Yes,1,86,2833,Competitor,Competitor made better offer,EGOWGWBTJ8424,1,Q3,No,0,43,,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0,1368.69,5969.39,1,Female,67,No,Yes,No,No,0
129,ASREIF2648,8290-YWKHZ,1,Q3,3,Churned,Yes,1,90,5247,Competitor,Competitor made better offer,ERGNDWKSU1849,1,Q3,Yes,1,32,,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,1,Female,69,No,Yes,Yes,No,0
130,TTFGJI1314,8051-HJRLT,1,Q3,3,Churned,Yes,1,82,2146,Attitude,Attitude of service provider,RDKPJTVLC9725,1,Q3,No,0,1,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,1,Female,72,No,Yes,No,No,0
131,BKPOCD1461,4021-RQSNY,1,Q3,3,Churned,Yes,1,72,5137,Attitude,Attitude of service provider,PLAIZGORB2592,1,Q3,Yes,1,29,,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,1,Male,75,No,Yes,Yes,No,0
132,OLYISO8633,9061-TIHDA,1,Q3,1,Churned,Yes,1,90,2982,Competitor,Competitor had better devices,RTUYFNNAW1884,1,Q3,Yes,1,13,,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,Male,67,No,Yes,Yes,No,0
133,VVBOIQ7899,8699-ASUFO,1,Q3,3,Churned,Yes,1,96,4969,Attitude,Attitude of service provider,LFBKGKMMA6117,1,Q3,Yes,1,7,,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,1,Male,72,No,Yes,Yes,No,0
134,UPHRFQ9321,4695-WJZUE,1,Q3,1,Churned,Yes,1,80,3685,Competitor,Competitor had better devices,COXKDYSOZ2927,1,Q3,No,0,2,,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,1,Female,68,No,Yes,No,No,0
135,UHUHKX7283,3988-RQIXO,1,Q3,3,Churned,Yes,1,71,2371,Attitude,Attitude of service provider,HTQTBTGQQ7173,1,Q3,No,0,1,,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,1,Female,68,No,Yes,No,No,0
136,MAYHAA9124,5931-FLJJF,1,Q3,2,Churned,Yes,1,83,3669,Attitude,Attitude of service provider,QQVPBQEPF3729,1,Q3,Yes,1,7,,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,1,Male,75,No,Yes,Yes,No,0
137,SRWPAH4479,3207-OYBWH,1,Q3,2,Churned,Yes,1,86,6259,Attitude,Attitude of support person,RFVZOKBUI9469,1,Q3,Yes,1,57,,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,1,Male,74,No,Yes,Yes,No,0
